dialogue_id,utterance,domain,active_intent,slots,requested_slots
PMUL2262.json,"Hello, I am in the centre of town, what types of attractions are available here?",attraction,find_attraction,{'attraction-area': ['centre']},['attraction-type']
WOZ20070.json,"I'm looking for a Swedish restaurant, preferably in the expensive price range.",restaurant,find_restaurant,"{'restaurant-food': ['swedish'], 'restaurant-pricerange': ['expensive']}",[]
PMUL2031.json,Please help me find people's portraits exhibition at girton college.,attraction,find_attraction,"{'attraction-name': [""people's portraits exhibition at girton college"", 'peoples portraits exhibition at girton college']}",[]
PMUL3136.json,Is there one that leaves after 10:00?,restaurant,NONE,{},[]
MUL2242.json,I'm looking for lodgings offering free wifi and free parking.,restaurant,NONE,{},[]
PMUL2407.json,I'd like to find an interesting attraction in the city center.,attraction,find_attraction,{'attraction-area': ['centre']},[]
MUL1932.json,I'm looking for a place to go in the centre.,attraction,find_attraction,{'attraction-area': ['centre']},[]
SNG01234.json,I am looking for the Addenbrookes Hospital. The hospital should have the paediatric clinic department,hospital,find_hospital,{'hospital-department': ['paediatric clinic']},[]
PMUL3833.json,I'm going to be leaving birmingham new street and need to arrive by 17:45,restaurant,NONE,{},[]
WOZ20211.json,I am looking for a cheap restaurant in the north part of town.,restaurant,find_restaurant,"{'restaurant-area': ['north'], 'restaurant-pricerange': ['cheap']}",[]
MUL0989.json,I'm visiting Cambridge soon and would like to visit a museum in the centre. Can you help me with that?,attraction,find_attraction,"{'attraction-area': ['centre'], 'attraction-type': ['museum']}",[]
MUL1519.json,"Yes, I need help finding a restaurant there in Cambridge.",restaurant,find_restaurant,{},[]
PMUL3013.json,I'm bored and need to venture out into the centre. What should I absolutely go see?,attraction,find_attraction,{'attraction-area': ['centre']},[]
PMUL1924.json,"Hi, I'm looking for a hotel by the name of Acorn Guest House.",restaurant,NONE,{},[]
SNG0349.json,I'm departing from Norwich on Tuesday and need to arrive in Cambridge by 09:15.,restaurant,NONE,{},[]
PMUL4038.json,I want to find out about expensive restaurants in the centre.,restaurant,find_restaurant,"{'restaurant-area': ['centre'], 'restaurant-pricerange': ['expensive']}",[]
SNG01990.json,I'm looking to find Addenbrookes Hospital please.,restaurant,NONE,{},[]
PMUL2001.json,Hi I am looking for an entertainment venue in the centre of town.,attraction,find_attraction,"{'attraction-area': ['centre'], 'attraction-type': ['entertainment']}",[]
MUL1558.json,"Hello, I'm looking for a restaurant that serves North American food.",restaurant,find_restaurant,{'restaurant-food': ['north american']},[]
WOZ20346.json,I want to find a restaurant in any area and servings persian food.,restaurant,find_restaurant,"{'restaurant-area': ['dontcare'], 'restaurant-food': ['persian']}",[]
PMUL2924.json,Are there any theatres nearby?,attraction,find_attraction,{'attraction-type': ['theatre']},[]
PMUL2024.json,I want a french restaurant on the west side please.,restaurant,find_restaurant,"{'restaurant-area': ['west'], 'restaurant-food': ['french']}",[]
SNG0214.json,I am trying to find a hospital that has a transplant high dependency unit.,hospital,find_hospital,{'hospital-department': ['transplant high dependency unit']},[]
PMUL3327.json,I will be departing from Cambridge after 12:15..,restaurant,NONE,{},[]
PMUL4566.json,"I can't seem to find any information about the cambridge and county folk museum, please help.",attraction,find_attraction,{'attraction-name': ['cambridge and county folk museum']},[]
MUL1111.json,Are there any places to go in the west of town?,attraction,find_attraction,{'attraction-area': ['west']},[]
SNG01999.json,I am looking for a nearest police station,restaurant,NONE,{},[]
PMUL4935.json,I need to find somewhere to stay in the south,restaurant,NONE,{},[]
PMUL4385.json,"I need to leave after 09:15, please.",restaurant,NONE,{},[]
SNG0278.json,"I'll be leaving from bishops stortford on saturday, and I need to get to cambridge at or a little before 14:00.",restaurant,NONE,{},[]
SNG0435.json,I am planning to travel on Thursday.,restaurant,NONE,{},[]
WOZ20053.json,I want a restaurant in the centre and serves japanese food. What is the address?,restaurant,find_restaurant,"{'restaurant-area': ['centre'], 'restaurant-food': ['japanese']}",['restaurant-address']
SNG02320.json,I need to arrive by 14:45.,restaurant,NONE,{},[]
PMUL1578.json,To Bishops Stortford I need to arrive by 12:45 on Tuesday.,restaurant,NONE,{},[]
SNG0754.json,I'm looking for a place to stay in the north side.,restaurant,NONE,{},[]
PMUL3140.json,Can you help me out with finding a restaurant that serves british food in the east?,restaurant,find_restaurant,"{'restaurant-area': ['east'], 'restaurant-food': ['british']}",[]
PMUL0476.json,Please find me a hotel with free parking and free wifi.,restaurant,NONE,{},[]
PMUL4652.json,i am looking for information in Cambridge. A a place to dine.,restaurant,find_restaurant,{},[]
MUL2454.json,I want a nice park to visit while i'm in town.,attraction,find_attraction,{'attraction-type': ['park']},[]
PMUL4080.json,"Hello, can you recommend any architecture that I could see in the Centre of town, please?",attraction,find_attraction,"{'attraction-area': ['centre'], 'attraction-type': ['architecture']}",[]
PMUL3732.json,i am looking for a place to stay. The hotel should have a star of 0 and should be in the cheap price range.,restaurant,NONE,{},[]
SNG01894.json,I was just robbed and i need some assistance please.,restaurant,NONE,{},[]
PMUL2173.json,I want some advice on places to go.,restaurant,NONE,{},[]
MUL0589.json,I am looking for a college attraction to go to in town.,attraction,find_attraction,{'attraction-type': ['college']},[]
PMUL3432.json,I am planning a trip in Cambridge.,restaurant,NONE,{},[]
PMUL1782.json,I will be departing from Stevenage and going into Cambridge on Sunday.,restaurant,NONE,{},[]
PMUL0979.json,I need help finding a cheap restaurant,restaurant,find_restaurant,{'restaurant-pricerange': ['cheap']},[]
MUL0862.json,I'm looking for info about the curry king restaurant.,restaurant,find_restaurant,{'restaurant-name': ['curry king']},[]
MUL2588.json,Yes I would like to stay in a guesthouse that is moderately priced.,restaurant,NONE,{},[]
PMUL3194.json,i am looking for a place to stay. The hotel should include free parking and should be in the type of guesthouse.,restaurant,NONE,{},[]
PMUL0472.json,I'm looking for a modern european restaurant in the centre.,restaurant,find_restaurant,"{'restaurant-area': ['centre'], 'restaurant-food': ['modern european']}",[]
MUL1257.json,"Hi, I'm actually looking to stay at a luxury guesthouse.",restaurant,NONE,{},[]
PMUL2468.json,I want to visit the cambridge artworks.,attraction,find_attraction,{'attraction-name': ['cambridge artworks']},[]
PMUL1288.json,Where can I find a swimming pool in the north of town?,attraction,find_attraction,"{'attraction-area': ['north'], 'attraction-type': ['swimmingpool']}",[]
MUL0620.json,I want to leave from cambridge on wednesday.,restaurant,NONE,{},[]
SNG0192.json,Where is the hospital in Cambridge?,restaurant,NONE,{},[]
SNG02122.json,I need to arrive by 17:15.,restaurant,NONE,{},[]
PMUL0288.json,I'm visiting cambridge and I need a place to stay. I'm looking for a 0 star guesthouse.,restaurant,NONE,{},[]
MUL1016.json,"Hello, I am going to nee a place to go in the centre of town. Multiple sports would be best.",attraction,find_attraction,"{'attraction-area': ['centre'], 'attraction-type': ['multiple sports']}",[]
SNG01827.json,I want to go to hobsons house from bloomsbury restaurant,restaurant,NONE,{},[]
MUL0525.json,I'm looking for someplace to go in the west.,attraction,find_attraction,{'attraction-area': ['west']},[]
SNG0989.json,Are there any guesthouses with free parking?,restaurant,NONE,{},[]
MUL0125.json,Find a guesthouse hotel in Cambridge with free parking.,restaurant,NONE,{},[]
WOZ20472.json,"Hello, I am looking for a restaurant that serves fusion food.",restaurant,find_restaurant,{'restaurant-food': ['fusion']},[]
PMUL3982.json,Can you give me the address to the hospital in Cambridge?,restaurant,NONE,{},[]
PMUL3150.json,i want to do some boating today,attraction,find_attraction,{'attraction-type': ['boat']},[]
PMUL1442.json,"I'm looking for a special place, can you help?",restaurant,NONE,{},[]
PMUL1319.json,"Hi, I am looking for architectural churches in the Cambridge area. Can you assist?",attraction,find_attraction,{'attraction-type': ['architecture']},['attraction-area']
PMUL1927.json,I am leaving from Bishops Stortford and heading into Cambridge.,restaurant,NONE,{},[]
MUL2538.json,"Hello, I'm looking for an museum.",attraction,find_attraction,{'attraction-type': ['museum']},[]
SNG0881.json,I'm in the south part of town and it's getting late. Can you tell me what local hotels there might be for me to stay at?,restaurant,NONE,{},[]
SNG0489.json,I am going to be on the north side of town and would like a recommendation to a high end restaurant for dinner.,restaurant,find_restaurant,"{'restaurant-area': ['north'], 'restaurant-pricerange': ['expensive']}",[]
PMUL2218.json,We would like recommendation of places we could go on the west side of town.,restaurant,find_restaurant,{'restaurant-area': ['west']},[]
PMUL1687.json,"I'm looking for a particular hotel called the kirkwood house. Where is it, and what other information do you have about it?",restaurant,NONE,{},[]
PMUL0368.json,"Hi, I'm looking for a cheap place to sleep, please.",restaurant,find_restaurant,{},[]
PMUL3210.json,i need a place to stay,restaurant,NONE,{},[]
PMUL2208.json,Can you provide information about Clare Hall?,attraction,find_attraction,{'attraction-name': ['clare hall']},[]
PMUL4561.json,I will be departing from Cambridge on Saturday.,restaurant,NONE,{},[]
WOZ20415.json,Please find me a restaurant in the centre part of town.,restaurant,find_restaurant,{'restaurant-area': ['centre']},[]
SNG1278.json,"I am looking for a moderately priced, 4 star hotel.",restaurant,NONE,{},[]
MUL2645.json,I am looking for concert halls.,attraction,find_attraction,{'attraction-type': ['concerthall']},[]
SNG0884.json,I'm looking for a hotel in the west area. It doesn't need to have free parking.,restaurant,NONE,{},[]
SNG0679.json,I need to find a restaurant call the nirala.,restaurant,find_restaurant,{'restaurant-name': ['nirala']},[]
PMUL3046.json,I am going to Cambridge and would like to leave after 11:45.,restaurant,NONE,{},[]
MUL1304.json,I'm looking for a high end Asian restaurant,restaurant,find_restaurant,"{'restaurant-food': ['asian', 'asian oriental'], 'restaurant-pricerange': ['expensive']}",[]
PMUL3839.json,I will be leaving from Kings Lynn.,restaurant,NONE,{},[]
SNG0088.json,i want to go to rosa's bed and breakfast and would like to arrive by 3,restaurant,NONE,{},[]
PMUL1014.json,I'd like some help finding an interesting attraction in the center of town.,attraction,find_attraction,{'attraction-area': ['centre']},[]
PMUL1916.json,"Hi, I am planning a trip for my family and could use some help with a place to stay.",restaurant,NONE,{},[]
PMUL1466.json,I want to go to a theater in the east part of town. Can you help me find some?,attraction,find_attraction,"{'attraction-area': ['east'], 'attraction-type': ['theatre']}",[]
MUL0298.json,I am looking for a cheaply priced restaurant in the centre of Cambridge.,restaurant,find_restaurant,"{'restaurant-area': ['centre'], 'restaurant-pricerange': ['cheap']}",[]
PMUL1101.json,I need a one bed hotel room near Cambridge on Friday. Can you assist?,restaurant,NONE,{},[]
PMUL2638.json,"Hi, I'm looking for information on concert halls in the east. Can you give me any suggestions?",attraction,find_attraction,"{'attraction-area': ['east'], 'attraction-type': ['concerthall']}",[]
SNG01276.json,I've just has a dispute involving an auto accident. I need some help urgently!,restaurant,NONE,{},[]
MUL2215.json,"Hello, I am looking for a place to stay that has 3 stars.",restaurant,NONE,{},[]
PMUL0271.json,"I have a business luncheon this week and need a place to host, preferably in the centre of the city.",restaurant,find_restaurant,{},[]
SNG0811.json,What can you tell me about the Lovell Lodge?,restaurant,NONE,{},[]
SSNG0325.json,I need a place to stay please. A hotel would be great.,restaurant,NONE,{},[]
SNG1231.json,I want to go from london liverpool street to cambridge.,restaurant,NONE,{},[]
SNG0570.json,I am looking for a restaurant in the west that serves italian food.,restaurant,find_restaurant,"{'restaurant-area': ['west'], 'restaurant-food': ['italian']}",[]
PMUL3895.json,I am going to Cambridge from Bishops Stortford.,restaurant,NONE,{},[]
WOZ20217.json,I am looking for a Japanese restaurant in the centre of town.,restaurant,find_restaurant,"{'restaurant-area': ['centre'], 'restaurant-food': ['japanese']}",[]
PMUL1963.json,I'm looking to stay at a 4 star hotel that includes free parking.,restaurant,NONE,{},[]
SNG0021.json,I would like to go to Citi Stop Restaurant,restaurant,NONE,{},[]
MUL1474.json,I'm so hungry - can you find me a place to eat in the city centre?,restaurant,find_restaurant,{'restaurant-area': ['centre']},[]
WOZ20124.json,I am looking for a restaurant serving scottish food.,restaurant,find_restaurant,{'restaurant-food': ['scottish']},[]
MUL0919.json,I need to find a place to eat in the centre of town.,restaurant,find_restaurant,{'restaurant-area': ['centre']},[]
SNG01988.json,I want to leave from London Liverpool Street.,restaurant,NONE,{},[]
SNG01408.json,I am looking for the Addenbrookes Hospital.,restaurant,NONE,{},[]
SNG1169.json,I need a 5 star hotel to stay in that should be a guesthouse.,restaurant,NONE,{},[]
WOZ20009.json,I'd like to find a moderately priced chinese restaurant.,restaurant,find_restaurant,"{'restaurant-food': ['chinese'], 'restaurant-pricerange': ['moderate']}",[]
MUL1244.json,"I want to try a local restaurant called Jinling noodle bar, can you help?",restaurant,find_restaurant,{'restaurant-name': ['jinling noodle bar']},[]
PMUL2349.json,I am looking for a fun attraction to go to in the north. Do you have any recommendations?,attraction,find_attraction,{'attraction-area': ['north']},[]
PMUL2132.json,I'd really like to check out some interesting architecture while I'm in town. Can you recommend anything?,attraction,find_attraction,{'attraction-type': ['architecture']},[]
MUL1485.json,I am looking for a restaurant in Cambridge called Nandos City Centre.,restaurant,find_restaurant,"{'restaurant-area': ['centre'], 'restaurant-name': ['nandos city centre']}",[]
PMUL2895.json,I need help getting some info on the lynne strover gallery,attraction,find_attraction,{'attraction-name': ['lynne strover gallery']},[]
SNG01874.json,"Hi, I'm trying to find Addenbrookes Hospital and they're supposed to have a medical decisions unit department, right?",hospital,find_hospital,{'hospital-department': ['medical decisions unit']},[]
SNG01442.json,I'd like to arrive by 15:45.,restaurant,NONE,{},[]
MUL0779.json,"Hello, I am wondering if you can help me with some information on a hotel called city centre north b and b?",restaurant,NONE,{},[]
SSNG0328.json,"I'm looking for a hotel with one star rating and free parking, can you help me?",restaurant,NONE,{},[]
SNG1058.json,I'm looking for a place to go in town to have fun. Are there any nightclubs in the west?,attraction,find_attraction,"{'attraction-area': ['west'], 'attraction-type': ['nightclub']}",[]
PMUL1977.json,I will be departing from kings lynn on saturday.,restaurant,NONE,{},[]
MUL2559.json,I'm looking for any type of attraction in the centre.,attraction,find_attraction,{'attraction-type': ['dontcare']},[]
PMUL3026.json,Can you help me find a moderately priced hotels that has Wifi?,restaurant,NONE,{},[]
PMUL0333.json,I'm looking for a 4 star hotel in the east.,restaurant,find_restaurant,{},[]
SNG0020.json,"Arrival doesn't matter. I just need to leave after 19:15 from Ashley Hotel, and I want to go to Bridge Guest House.",restaurant,NONE,{},[]
MUL1279.json,"Hello, I'm looking for some information about a particular restaurant. The name of it is Dojo Noodle Bar.",restaurant,find_restaurant,{'restaurant-name': ['dojo noodle bar']},[]
PMUL1206.json,I am looking for a college in the West in town.,attraction,find_attraction,"{'attraction-area': ['west'], 'attraction-type': ['college']}",[]
MUL1001.json,I'm looking for a moderately priced hotel in town. Please give me the contact information for one.,restaurant,NONE,{},[]
MUL2557.json,I am going off to college soon and want to visit a campus. Can you help me find one?,attraction,find_attraction,{'attraction-type': ['college']},[]
PMUL1483.json,Please help me identify places to go in the centre of town that are entertainment attractions.,attraction,find_attraction,"{'attraction-area': ['centre'], 'attraction-type': ['entertainment']}",[]
MUL2428.json,I need a restaurant. The restaurant should serve indian food and should be in the expensive price range.,restaurant,find_restaurant,"{'restaurant-food': ['indian'], 'restaurant-pricerange': ['expensive']}",[]
PMUL4712.json,Can you help me find a place to go in the centre?,attraction,find_attraction,{'attraction-area': ['centre']},[]
PMUL0151.json,"Hi, I am currently planning to come to Cambridge, and I was looking for a relatively inexpensive place to eat in the centre. What would you suggest?",restaurant,find_restaurant,"{'restaurant-area': ['centre'], 'restaurant-pricerange': ['cheap']}",[]
WOZ20051.json,I would like some Lebanese food in the west part of town. Are there any available?,restaurant,find_restaurant,"{'restaurant-area': ['west'], 'restaurant-food': ['lebanese']}",[]
MUL2349.json,I'm looking for da vinci pizzeria.,restaurant,find_restaurant,{'restaurant-name': ['da vinci pizzeria']},[]
PMUL4621.json,I will be travelling on Monday.,restaurant,NONE,{},[]
WOZ20330.json,"I would like an expensive restaurant in the east part of town, please.",restaurant,find_restaurant,"{'restaurant-area': ['east'], 'restaurant-pricerange': ['expensive']}",[]
PMUL2161.json,"I'm looking for a place to dine in Cambridge, if you could help me with some options.",restaurant,find_restaurant,{},[]
PMUL0159.json,I need a place to stay that has 4 stars.,restaurant,NONE,{},[]
WOZ20474.json,I would like an expensive restaurant that serves afghan food,restaurant,find_restaurant,"{'restaurant-food': ['afghan'], 'restaurant-pricerange': ['expensive']}",[]
WOZ20204.json,I would like to find a danish restaurant this is moderately priced.,restaurant,find_restaurant,"{'restaurant-food': ['danish'], 'restaurant-pricerange': ['moderate']}",[]
MUL0052.json,I am looking for a 3 star hotel with free parking in Cambridge.,restaurant,NONE,{},[]
SNG0096.json,ok awesome i will be going to jesus college,restaurant,NONE,{},[]
SNG0593.json,"Hi, can you look up Darrys Cookhouse and Wine Shop for me?",restaurant,find_restaurant,{'restaurant-name': ['darrys cookhouse and wine shop']},[]
SNG01885.json,Can you help me find a restaurant called little seoul?,restaurant,find_restaurant,{'restaurant-name': ['little seoul']},[]
PMUL3616.json,I am looking for Italian restaurants in Cambridge in the cheap price range.,restaurant,find_restaurant,"{'restaurant-food': ['italian'], 'restaurant-pricerange': ['cheap']}",[]
MUL1293.json,"Hi, I am looking for a restaurant called the hotspot.",restaurant,find_restaurant,"{'restaurant-name': ['the hotpot', 'the hotspot']}",[]
MUL0557.json,"I am looking for places to go in Cambridge, a type of a boat.",attraction,find_attraction,{'attraction-type': ['boat']},[]
SNG01740.json,I was in a car accident dispute and need help resolving it,restaurant,NONE,{},[]
MUL1709.json,"Hi, I'm planning a trip to Cambridge. Can you suggest some places I could visit in town?",restaurant,NONE,{},[]
SNG1249.json,"Hello, can you help me find a cheap guesthouse?",restaurant,NONE,{},[]
MUL1203.json,Can you help me find a german restaurant in the east please?,restaurant,find_restaurant,"{'restaurant-area': ['east'], 'restaurant-food': ['german']}",[]
PMUL1293.json,I'm looking to go to a theatre in town. Can you help me find one?,attraction,find_attraction,{'attraction-type': ['theatre']},[]
MUL1013.json,I'm looking for a place to go in the centre of town.,attraction,find_attraction,{'attraction-area': ['centre']},[]
SNG0677.json,I need to find a restaurant in the west part of town. It should be in the cheap price range.,restaurant,find_restaurant,"{'restaurant-area': ['west'], 'restaurant-pricerange': ['cheap']}",[]
SNG02265.json,Does that depart from broxbourne station?,restaurant,NONE,{},[]
PMUL2512.json,"Hi, can you give me some information on places to stay for my upcoming trip?",restaurant,NONE,{},[]
SNG01526.json,I would like yo leave after 6:30.,restaurant,NONE,{},[]
PMUL3768.json,I'm looking for a restaurant that serves afghan food in the south,restaurant,find_restaurant,"{'restaurant-area': ['south'], 'restaurant-food': ['afghan']}",[]
PMUL0180.json,I would like to go to an expensive Italian restaurant for dinner.,restaurant,find_restaurant,"{'restaurant-food': ['italian'], 'restaurant-pricerange': ['expensive']}",[]
PMUL1491.json,I'd like to know the location of Clare Hall.,attraction,find_attraction,{'attraction-name': ['clare hall']},[]
MUL2597.json,I'm looking for places to go in the centre area of town.,attraction,find_attraction,{'attraction-area': ['centre']},[]
SNG01652.json,I am leaving from Kohinoor.,restaurant,NONE,{},[]
MUL1353.json,I'm looking for a 4 Star hotel and it doesn't have to include internet.,restaurant,NONE,{},[]
WOZ20670.json,Can you give me the phone number of a moderately priced restaurant in the North part of town?,restaurant,find_restaurant,"{'restaurant-area': ['north'], 'restaurant-pricerange': ['moderate']}",['restaurant-phone']
PMUL2911.json,I'm looking for places to visit in the centre of town.,attraction,find_attraction,{'attraction-area': ['centre']},[]
PMUL2883.json,I am going to the centre and want to go somewhere fun.,attraction,find_attraction,{'attraction-area': ['centre']},[]
MUL1990.json,I'm looking for attractions in west Cambridge.,attraction,find_attraction,{'attraction-area': ['west']},[]
PMUL1246.json,"My destination is Cambridge, and I'll be traveling on Saturday.",restaurant,NONE,{},[]
PMUL2592.json,Do you know much about hotels?,restaurant,NONE,{},[]
PMUL0703.json,I need to find a British restaurant in West Cambridge.,restaurant,find_restaurant,"{'restaurant-area': ['west'], 'restaurant-food': ['british']}",[]
SSNG0195.json,"I need help finding a very inexpensive place to eat located in the north, can you help me?",restaurant,find_restaurant,"{'restaurant-area': ['north'], 'restaurant-pricerange': ['cheap']}",[]
SSNG0127.json,I'm looking for an indian restaurant that is priced moderately.,restaurant,find_restaurant,"{'restaurant-food': ['indian'], 'restaurant-pricerange': ['moderate']}",[]
MUL0518.json,Are there any colleges in the west?,attraction,find_attraction,"{'attraction-area': ['west'], 'attraction-type': ['college']}",[]
MUL0137.json,Can you find me a very nice hotel in the west? Money is not an issue.,restaurant,NONE,{},[]
SNG1384.json,Give me information about museums in the west side of town.,attraction,find_attraction,"{'attraction-area': ['west'], 'attraction-type': ['museum']}",[]
MUL1864.json,I'd like some places to go. Some sort of entertainment.,attraction,find_attraction,{'attraction-type': ['entertainment']},[]
MUL0579.json,I am looking to go to cambridge from bishops stortford.,restaurant,NONE,{},[]
PMUL0631.json,I would like to make a reservation at the shanghai family restaurant in cambridge,restaurant,find_restaurant,{'restaurant-name': ['shanghai family restaurant']},[]
MUL2118.json,I will be traveling on Saturday.,restaurant,NONE,{},[]
PMUL3952.json,Can you help me find a place to stay in the north that includes free wifi?,restaurant,NONE,{},[]
MUL0482.json,"I am looking for a restaurant in the centre of town that serves Mexican food. Preferably, some place that is cheap to moderately priced. Are there any in that area?",restaurant,find_restaurant,"{'restaurant-area': ['centre'], 'restaurant-food': ['mexican'], 'restaurant-pricerange': ['moderate']}",[]
MUL2274.json,"Hello! I am looking for a play stay, I would like it in the expensive range and to stay in the north",restaurant,NONE,{},[]
SNG0932.json,Are there any rooms available in hotels with free parking?,restaurant,NONE,{},[]
PMUL2717.json,I'm looking to stay at a moderate priced place with free parking.,restaurant,NONE,{},[]
PMUL4085.json,"I am planning a trip in Cambridge, Looking for a place to dine",restaurant,find_restaurant,{},[]
PMUL0967.json,Can you help me find a cheapt italian restaurant?,restaurant,find_restaurant,"{'restaurant-food': ['italian'], 'restaurant-pricerange': ['cheap']}",[]
PMUL1608.json,"I need to go on Thursday, please.",restaurant,NONE,{},[]
PMUL2510.json,Would you be able to recommend a museum?,attraction,find_attraction,{'attraction-type': ['museum']},[]
PMUL1229.json,On Thursday any time after 21:00.,restaurant,NONE,{},[]
PMUL2131.json,I'd like some help picking out a restaurant.,restaurant,find_restaurant,{},[]
WOZ20133.json,I would like to find a cheap restaurant in the east part of town.,restaurant,find_restaurant,"{'restaurant-area': ['east'], 'restaurant-pricerange': ['cheap']}",[]
PMUL0148.json,"Yes, I'm looking for a restaurant that serves American food and is in the center of town.",restaurant,find_restaurant,"{'restaurant-area': ['centre'], 'restaurant-food': ['north american', 'american']}",[]
MUL2348.json,I am looking for an expensive restaurant in the centre.,restaurant,find_restaurant,"{'restaurant-area': ['centre'], 'restaurant-pricerange': ['expensive']}",[]
PMUL3241.json,Leaving cambridge and going to norwich.,restaurant,NONE,{},[]
PMUL2086.json,I'm trying to see if they serve drinks on the Riverboat Georgina,attraction,find_attraction,{'attraction-name': ['riverboat georgina']},[]
PMUL0580.json,I need a moderately priced restaurant in the south of Cambridge,restaurant,find_restaurant,"{'restaurant-area': ['south'], 'restaurant-pricerange': ['moderate']}",[]
PMUL0304.json,Hello I am looking for an expensive restaurant on the east side of town. Any suggestions?,restaurant,find_restaurant,"{'restaurant-area': ['east'], 'restaurant-pricerange': ['expensive']}",[]
SNG01249.json,Can you locate the nearest police station please?,restaurant,NONE,{},[]
SNG0635.json,Hi. I am hoping you can help me find a cheap Indian restaurant.,restaurant,find_restaurant,"{'restaurant-food': ['indian'], 'restaurant-pricerange': ['cheap']}",[]
SNG0434.json,"Yes, I'm headed to Cambridge on Wednesday.",restaurant,NONE,{},[]
SSNG0243.json,"Hi, I'm looking a 4 star place to stay on the northside.",restaurant,NONE,{},[]
WOZ20128.json,I'd like to find panasian food for cheap please.,restaurant,find_restaurant,"{'restaurant-food': ['panasian'], 'restaurant-pricerange': ['cheap']}",[]
PMUL4901.json,I am looking for information in Cambridge,restaurant,NONE,{},[]
SNG1386.json,No that's it! Thank you!,restaurant,NONE,{},[]
PMUL2413.json,"Hello, can you help me find a pricey Singaporean restaurant in Cambridge?",restaurant,find_restaurant,"{'restaurant-food': ['singaporean'], 'restaurant-pricerange': ['expensive']}",[]
SNG01569.json,I want to find a hospital in town. The hospital should have the hepatobillary and gastrointestinal surgery regional referral centre department,hospital,find_hospital,{'hospital-department': ['hepatobillary and gastrointestinal surgery regional referral centre']},[]
